Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	modified	bibliographicCitation	references	identifier	title	datasetID.y	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI	row_id	Project.Request	Point.of.Contact.for.Submission	Email	Common.Name	Survey.Type
DIAPHANA	R04347	137894	urn:lsid:marinespecies.org:taxname:137894	urn:lsid:marinespecies.org:taxname:137894	urn:lsid:marinespecies.org:taxname:137894	urn:lsid:marinespecies.org:taxname:411889	Diaphana	Diaphana	Diaphaninae	Brown, T. (1827). Illustrations of the conchology of Great Britain and Ireland. Drawn from nature. <em>W.H. Lizars and D. Lizars, Edinburgh and S. Highley, London.</em> 144 pp., 52 pls.	1827	Animalia	Mollusca	Gastropoda	Cephalaspidea	Diaphanidae	Diaphana	NA	NA	NA	Genus	T. Brown, 1827	accepted	2017-09-26	MolluscaBase eds. (2024). MolluscaBase. Diaphana T. Brown, 1827. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137894	https://www.marinespecies.org/aphia.php?p=taxdetails&id=137894	NA	NA	NA	137894	411889	NA	NA	NA	R04347	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
DIOGENES	R04379	106843	urn:lsid:marinespecies.org:taxname:106843	urn:lsid:marinespecies.org:taxname:106843	urn:lsid:marinespecies.org:taxname:106843	urn:lsid:marinespecies.org:taxname:106736	Diogenes	Diogenes	Diogenidae	Dana, J. D. (1851). Conspectus crustaceorum quae in orbis terrarum circumnavi gatione, Carolo Wilkes e classe Reipublicae Foederatae Duce, lexit et descripsit. Paguridea. <em>Proceedings of the Academy of Natural Sciences of Philadelphia.</em> 5: 267-272.	1851	Animalia	Arthropoda	Malacostraca	Decapoda	Diogenidae	Diogenes	NA	NA	NA	Genus	Dana, 1851	accepted	2020-09-11	DecaNet eds. (2024). DecaNet. Diogenes Dana, 1851. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=106843	https://www.marinespecies.org/aphia.php?p=taxdetails&id=106843	NA	NA	NA	106843	106736	NA	NCBI:txid6749	NA	R04379	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
DORIS	R04414	137914	urn:lsid:marinespecies.org:taxname:137914	urn:lsid:marinespecies.org:taxname:137914	urn:lsid:marinespecies.org:taxname:137914	urn:lsid:marinespecies.org:taxname:9904	Doris	Doris	Dorididae	Linnaeus, C. (1758). Systema Naturae per regna tria naturae, secundum classes, ordines, genera, species, cum characteribus, differentiis, synonymis, locis. <em>Editio decima, reformata [10th revised edition], vol. 1: 824 pp. Laurentius Salvius: Holmiae.</em> 	1758	Animalia	Mollusca	Gastropoda	Nudibranchia	Dorididae	Doris	NA	NA	NA	Genus	Linnaeus, 1758	accepted	2015-03-27	MolluscaBase eds. (2024). MolluscaBase. Doris Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137914	https://www.marinespecies.org/aphia.php?p=taxdetails&id=137914	NA	NA	NA	137914	9904	NA	NCBI:txid146272	NA	R04414	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
DOTO	R01330	137916	urn:lsid:marinespecies.org:taxname:137916	urn:lsid:marinespecies.org:taxname:137916	urn:lsid:marinespecies.org:taxname:137916	urn:lsid:marinespecies.org:taxname:187	Doto	Doto	Dotidae	Oken, L. (1815-1816). Lehrbuch der Naturgeschichte. Dritter Theil: Zoologie. <em>Erste Abtheilung: Fleischlose Thiere,Leipzig: C.H. Reclam & Jena: A. Schmid, [book (3rd vol part one, of 3 vols, including plates atlas of T.1, 1813].</em> xxviii + 842 pp. + xviii, 40 pls. L [copepods 180-184, 357-359, 4 plates].	1815-1816	Animalia	Mollusca	Gastropoda	Nudibranchia	Dotidae	Doto	NA	NA	NA	Genus	Oken, 1815	accepted	2020-01-27	MolluscaBase eds. (2024). MolluscaBase. Doto Oken, 1815. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137916	https://www.marinespecies.org/aphia.php?p=taxdetails&id=137916	NA	NA	NA	137916	187	NA	NCBI:txid71468	NA	R01330	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
DOUGALOPLUS	R01333	204765	urn:lsid:marinespecies.org:taxname:204765	urn:lsid:marinespecies.org:taxname:204765	urn:lsid:marinespecies.org:taxname:204765	urn:lsid:marinespecies.org:taxname:123206	Dougaloplus	Dougaloplus	Amphiuridae	Clark, A. M. (1970). Notes on the family Amphiuridae (Ophiuroidea). <em>Bull. Br. Mus. Nat. Hist. (Zool.).</em> 19(1): 1-81.	1970	Animalia	Echinodermata	Ophiuroidea	Amphilepidida	Amphiuridae	Dougaloplus	NA	NA	NA	Genus	A.M. Clark, 1970	accepted	2007-07-12	Stöhr, S.; O’Hara, T.; Thuy, B. (Eds) (2024). World Ophiuroidea Database. Dougaloplus A.M. Clark, 1970. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=204765	https://www.marinespecies.org/aphia.php?p=taxdetails&id=204765	NA	NA	NA	204765	123206	NA	NCBI:txid106738	NA	R01333	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
DYNAMENA	R04436	117229	urn:lsid:marinespecies.org:taxname:117229	urn:lsid:marinespecies.org:taxname:117229	urn:lsid:marinespecies.org:taxname:117229	urn:lsid:marinespecies.org:taxname:1614	Dynamena	Dynamena	Sertulariidae	NA	NA	Animalia	Cnidaria	Hydrozoa	Leptothecata	Sertulariidae	Dynamena	NA	NA	NA	Genus	Lamouroux, 1812	accepted	2015-04-14	Schuchert, P. (2024). World Hydrozoa Database. Dynamena Lamouroux, 1812. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=117229	https://www.marinespecies.org/aphia.php?p=taxdetails&id=117229	NA	NA	NA	117229	1614	NA	NCBI:txid86619	NA	R04436	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
ECHINASTER	R11490	123275	urn:lsid:marinespecies.org:taxname:123275	urn:lsid:marinespecies.org:taxname:123275	urn:lsid:marinespecies.org:taxname:123275	urn:lsid:marinespecies.org:taxname:123132	Echinaster	Echinaster	Echinasteridae	Müller, J.; Troschel, F. H. (1840). Ueber die Gattungen der Asterien. <em>Archiv für Naturgeschichte.</em> 6: 318-326.	1840	Animalia	Echinodermata	Asteroidea	Spinulosida	Echinasteridae	Echinaster	NA	NA	NA	Genus	Müller & Troschel, 1840	accepted	2008-10-25	Mah, C.L. (2024). World Asteroidea Database. Echinaster Müller & Troschel, 1840. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=123275	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123275	NA	NA	NA	123275	123132	NA	NCBI:txid60576	NA	R11490	MARINe	Peter Raimondi	raimondi@ucsc.edu	NA	Encountered
EDWARDSIA	R01351	100730	urn:lsid:marinespecies.org:taxname:100730	urn:lsid:marinespecies.org:taxname:100730	urn:lsid:marinespecies.org:taxname:100730	urn:lsid:marinespecies.org:taxname:100665	Edwardsia	Edwardsia	Edwardsiidae	Quatrefages, A. (1842). Mémoire sur les Edwardsies (Edwardsia nob.) nouveau genre de la famille des actinies. <em>Annales des Sciences Naturelles.</em> 18: 65-109.	1842	Animalia	Cnidaria	Hexacorallia	Actiniaria	Edwardsiidae	Edwardsia	NA	NA	NA	Genus	Quatrefages, 1842	accepted	2015-10-06	Rodríguez, E.; Fautin, D; Daly, M. (2024). World List of Actiniaria. Edwardsia Quatrefages, 1842. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100730	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100730	NA	NA	NA	100730	100665	NA	NCBI:txid45349	NA	R01351	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
EHLERSILEANIRA	R04484	325013	urn:lsid:marinespecies.org:taxname:325013	urn:lsid:marinespecies.org:taxname:325013	urn:lsid:marinespecies.org:taxname:325013	urn:lsid:marinespecies.org:taxname:1499830	Ehlersileanira	Ehlersileanira	Sigalioninae	Pettibone, Marian H. 1970. Revision of some species referred to Leanira Kinberg (Polychaeta: Sigalionidae). Smithsonian Contributions to Zoology, 53: 1-25.	1970	Animalia	Annelida	Polychaeta	Phyllodocida	Sigalionidae	Ehlersileanira	NA	NA	NA	Genus	Pettibone, 1970	accepted	2023-03-28	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Ehlersileanira Pettibone, 1970. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=325013	https://www.marinespecies.org/aphia.php?p=taxdetails&id=325013	NA	NA	NA	325013	1499830	NA	NA	NA	R04484	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
EISOTHISTOS	R11928	118297	urn:lsid:marinespecies.org:taxname:118297	urn:lsid:marinespecies.org:taxname:118297	urn:lsid:marinespecies.org:taxname:118297	urn:lsid:marinespecies.org:taxname:244443	Eisothistos	Eisothistos	Expanathuridae	Haswell, W. A. (1884) On a new crustacean found inhabiting the tubes of Vermilia (Serpulidae). Proceedings of the Linnean Society of New South Wales 9 (3): 676-680.	1884	Animalia	Arthropoda	Malacostraca	Isopoda	Expanathuridae	Eisothistos	NA	NA	NA	Genus	Haswell, 1884	accepted	2023-03-15	Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Eisothistos Haswell, 1884. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=118297	https://www.marinespecies.org/aphia.php?p=taxdetails&id=118297	NA	NA	NA	118297	244443	NA	NCBI:txid525013	NA	R11928	SCB Isopod 2023 List	Regina Wetzer	rwetzer@nhm.org	NA	Encountered
ERATO	R01390	137953	urn:lsid:marinespecies.org:taxname:137953	urn:lsid:marinespecies.org:taxname:137953	urn:lsid:marinespecies.org:taxname:137953	urn:lsid:marinespecies.org:taxname:23036	Erato	Erato	Eratoidae	Risso, A. (1826). Histoire naturelle des principales productions de l'Europe méridionale et particulièrement de celles des environs de Nice et des Alpes Maritimes. Tome quatrième. Levrault, Paris, vii + 439 pp., pls 1-12.	1826	Animalia	Mollusca	Gastropoda	Littorinimorpha	Eratoidae	Erato	NA	NA	NA	Genus	Risso, 1826	accepted	2018-04-09	MolluscaBase eds. (2024). MolluscaBase. Erato Risso, 1826. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137953	https://www.marinespecies.org/aphia.php?p=taxdetails&id=137953	NA	NA	NA	137953	23036	NA	NCBI:txid221408	NA	R01390	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
EUDEVENOPUS	R04589	236916	urn:lsid:marinespecies.org:taxname:236916	urn:lsid:marinespecies.org:taxname:236916	urn:lsid:marinespecies.org:taxname:236916	urn:lsid:marinespecies.org:taxname:236742	Eudevenopus	Eudevenopus	Platyischnopidae	Thomas, J. D.; Barnard, J. L. (1983). The Platyischnopidae of America (Crustacea: Amphipoda). <em>Smithsonian Contributions to Zoology.</em> 375, pp. 1-33;12 figs.	1983	Animalia	Arthropoda	Malacostraca	Amphipoda	Platyischnopidae	Eudevenopus	NA	NA	NA	Genus	Thomas & Barnard, 1983	accepted	2010-12-01	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Eudevenopus Thomas & Barnard, 1983. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=236916	https://www.marinespecies.org/aphia.php?p=taxdetails&id=236916	NA	NA	NA	236916	236742	NA	NA	NA	R04589	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
EUDORELLOPSIS	R09026	110413	urn:lsid:marinespecies.org:taxname:110413	urn:lsid:marinespecies.org:taxname:110413	urn:lsid:marinespecies.org:taxname:110413	urn:lsid:marinespecies.org:taxname:110382	Eudorellopsis	Eudorellopsis	Leuconidae	NA	NA	Animalia	Arthropoda	Malacostraca	Cumacea	Leuconidae	Eudorellopsis	NA	NA	NA	Genus	Sars, 1882	accepted	2004-12-21	Watling, L.; Gerken, S. (2024). World Cumacea Database. Eudorellopsis Sars, 1882. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110413	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110413	NA	NA	NA	110413	110382	NA	NA	NA	R09026	EcoFOCI Zooplankton	David Kimmel	david.kimmel@noaa.gov	NA	Encountered
EUGYRA	R01422	103506	urn:lsid:marinespecies.org:taxname:103506	urn:lsid:marinespecies.org:taxname:103506	urn:lsid:marinespecies.org:taxname:103506	urn:lsid:marinespecies.org:taxname:103448	Eugyra	Eugyra	Molgulidae	Hancock, A. (1870). On the larval state of Molgula; with descriptions of several new species of simple ascidians. <em>Ann. Mag. nat. Hist.</em> (4) 6: 353-368.	1870	Animalia	Chordata	Ascidiacea	Stolidobranchia	Molgulidae	Eugyra	NA	NA	NA	Genus	Alder & Hancock, 1870	accepted	2007-12-05	Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Eugyra Alder & Hancock, 1870. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103506	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103506	NA	NA	NA	103506	103448	NA	NCBI:txid27573	NA	R01422	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
EULIMOSTRACA	R04619	415367	urn:lsid:marinespecies.org:taxname:415367	urn:lsid:marinespecies.org:taxname:415367	urn:lsid:marinespecies.org:taxname:415367	urn:lsid:marinespecies.org:taxname:135	Eulimostraca	Eulimostraca	Eulimidae	Bartsch, P. (1917). A monograph of west American melanellid mollusks. <em>Proceedings of the United States National Museum.</em> 53(2207): 295-356, pl. 34-49.	1917	Animalia	Mollusca	Gastropoda	Littorinimorpha	Eulimidae	Eulimostraca	NA	NA	NA	Genus	Bartsch, 1917	accepted	2022-01-16	MolluscaBase eds. (2024). MolluscaBase. Eulimostraca Bartsch, 1917. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=415367	https://www.marinespecies.org/aphia.php?p=taxdetails&id=415367	NA	NA	NA	415367	135	NA	NCBI:txid69595	NA	R04619	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
EUNICE	R01436	129278	urn:lsid:marinespecies.org:taxname:129278	urn:lsid:marinespecies.org:taxname:129278	urn:lsid:marinespecies.org:taxname:129278	urn:lsid:marinespecies.org:taxname:966	Eunice	Eunice	Eunicidae	Cuvier, G. (1817). Les Annélides. p.515-532 In. Le règne animal distribué d'apres son organisation, pour servir de base a l'histoire naturelle des animaux et d'introduction a l'anatomie comparee. Volume 2. Contenant les Reptiles, les Poissons, les Mollusques et les Annélides. Deterville. Paris. 	1817	Animalia	Annelida	Polychaeta	Eunicida	Eunicidae	Eunice	NA	NA	NA	Genus	Cuvier, 1817	accepted	2018-10-21	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Eunice Cuvier, 1817. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129278	https://www.marinespecies.org/aphia.php?p=taxdetails&id=129278	NA	NA	NA	129278	966	NA	NCBI:txid104737	NA	R01436	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
EUPHROSINE	R04645	129285	urn:lsid:marinespecies.org:taxname:129285	urn:lsid:marinespecies.org:taxname:129285	urn:lsid:marinespecies.org:taxname:129285	urn:lsid:marinespecies.org:taxname:961	Euphrosine	Euphrosine	Euphrosinidae	Lamarck, J.B. (1818). [volume 5 of] Histoire naturelle des Animaux sans Vertèbres, préséntant les caractères généraux et particuliers de ces animaux, leur distribution, leurs classes, leurs familles, leurs genres, et la citation des principales espèces qui s'y rapportent; precedes d'une Introduction offrant la determination des caracteres essentiels de l'Animal, sa distinction du vegetal et desautres corps naturels, enfin, l'Exposition des Principes fondamentaux de la Zoologie. <em>Paris, Deterville.</em> vol 5: 612 pp.	1818	Animalia	Annelida	Polychaeta	Amphinomida	Euphrosinidae	Euphrosine	NA	NA	NA	Genus	Lamarck, 1818	accepted	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Euphrosine Lamarck, 1818. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129285	https://www.marinespecies.org/aphia.php?p=taxdetails&id=129285	NA	NA	NA	129285	961	NA	NCBI:txid394753	NA	R04645	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
EUSARSIELLA	R01450	127564	urn:lsid:marinespecies.org:taxname:127564	urn:lsid:marinespecies.org:taxname:127564	urn:lsid:marinespecies.org:taxname:127564	urn:lsid:marinespecies.org:taxname:291428	Eusarsiella	Eusarsiella	Sarsiellinae	Cohen, A.C. and Kornicker, L.S. (1975a) Taxonomic indexes to Ostracoda (Suborder Myodocopina) in Skogsberg (1920) and Poulsen (1962, 1965). Smithsonian Contributions to Zoology 204, 1–29.	1975	Animalia	Arthropoda	Ostracoda	Myodocopida	Sarsiellidae	Eusarsiella	NA	NA	NA	Genus	Cohen & Kornicker, 1975	accepted	2014-09-03	Brandão, S.N.; Antonietto, L.S; Nery, D.G.; Pereira, J.S.; Praxedes, R.A.; Santos, S.G.; Karanovic, I. (2024). World Ostracoda Database. Eusarsiella Cohen & Kornicker, 1975. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127564	https://www.marinespecies.org/aphia.php?p=taxdetails&id=127564	NA	NA	NA	127564	291428	NA	NA	NA	R01450	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
FABRICIA	R04709	129529	urn:lsid:marinespecies.org:taxname:129529	urn:lsid:marinespecies.org:taxname:129529	urn:lsid:marinespecies.org:taxname:129529	urn:lsid:marinespecies.org:taxname:154918	Fabricia	Fabricia	Fabriciidae	Blainville, H. M. D de [Henri-Marie Ducrotay]. (1828). Mollusques, Vers et Zoophytes <b>[entries in VEA-VERS, volume 57]</b>. <em>In: Dictionnaire des Sciences naturelles, dans lequel on traite méthodiquement des différens êtres de la nature, considérés soit en eux-memês, d'après l'état actuel de nos connoissances, soit relativement à l'utilité qu'en peuvent retirer la médicine, l'agriculture, le commerce et les arts. Suive d'une biographie des plus célèbres naturalistes.</em> vol. 57 [Tome LVII. Vea - Vers] F.G. Levrault, Strasbourg & Paris.	1828	Animalia	Annelida	Polychaeta	Sabellida	Fabriciidae	Fabricia	NA	NA	NA	Genus	Blainville, 1828	accepted	2021-09-29	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Fabricia Blainville, 1828. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129529	https://www.marinespecies.org/aphia.php?p=taxdetails&id=129529	NA	NA	NA	129529	154918	NA	NCBI:txid1002757	NA	R04709	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
FLABELLINA	R04214	138019	urn:lsid:marinespecies.org:taxname:138019	urn:lsid:marinespecies.org:taxname:138019	urn:lsid:marinespecies.org:taxname:138019	urn:lsid:marinespecies.org:taxname:190	Flabellina	Flabellina	Flabellinidae	McMurtrie, H. (1831). The animal kingdom arranged in conformity with its organization by the Baron Cuvier. The Crustacea, Arachnides and Insecta by P. A. Latreille. Translated from the French, with notes and additions. Vol. 2. G. 1C. 1H. Carvill, New York, xv 1 475 pp 1 10 pls.	1831	Animalia	Mollusca	Gastropoda	Nudibranchia	Flabellinidae	Flabellina	NA	NA	NA	Genus	McMurtrie, 1831	accepted	2018-04-05	MolluscaBase eds. (2024). MolluscaBase. Flabellina McMurtrie, 1831. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138019	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138019	NA	NA	NA	138019	190	NA	NCBI:txid71483	NA	R04214	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
FOXIPHALUS	R01489	548723	urn:lsid:marinespecies.org:taxname:548723	urn:lsid:marinespecies.org:taxname:548723	urn:lsid:marinespecies.org:taxname:548723	urn:lsid:marinespecies.org:taxname:549026	Foxiphalus	Foxiphalus	Phoxocephalinae	Barnard, J.L. (1979). Revision of American species of the marine amphipod genus Paraphoxus (Gammaridea, Phoxocephalidae). <em>Proceedings of the Biological Society of Washington.</em> 92(2): 368-379.	1979	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Foxiphalus	NA	NA	NA	Genus	J.L. Barnard, 1979	accepted	2020-06-15	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Foxiphalus J.L. Barnard, 1979. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=548723	https://www.marinespecies.org/aphia.php?p=taxdetails&id=548723	NA	NA	NA	548723	549026	NA	NA	NA	R01489	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
